"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2000";;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2001";;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2002";67,6;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2003";67,8;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2004";67,8;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2005";67,8;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2006";67,9;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2007";67,9;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2008";68,2;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2009";68,3;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2010";69,4;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2011";69,4;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2012";69,4;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2013";69,3;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2014";69,3;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2015";69,2;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2016";69,2;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2017";69,2;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2018";69,2;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2019";69,1;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2020";67,9;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2021";67,7;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2022";67,5;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2023";67,2;"osoba";"";
0201000;"Powiat bolesławiecki";"ludność na 1 km2";"2024";66,9;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2000";;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2001";;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2002";222,4;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2003";221,5;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2004";220,7;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2005";219,8;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2006";218,6;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2007";218,0;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2008";217,1;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2009";216,6;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2010";221,9;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2011";221,0;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2012";220,0;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2013";218,6;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2014";217,5;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2015";216,0;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2016";214,5;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2017";213,3;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2018";212,0;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2019";210,7;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2020";204,8;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2021";202,5;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2022";200,3;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2023";198,0;"osoba";"";
0202000;"Powiat dzierżoniowski";"ludność na 1 km2";"2024";196,2;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2000";;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2001";;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2002";198,3;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2003";198,0;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2004";197,8;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2005";197,9;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2006";197,8;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2007";197,6;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2008";197,6;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2009";197,9;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2010";203,7;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2011";203,6;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2012";203,9;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2013";203,7;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2014";203,5;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2015";203,5;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2016";203,0;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2017";202,9;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2018";202,0;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2019";201,0;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2020";195,8;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2021";194,9;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2022";193,3;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2023";191,9;"osoba";"";
0203000;"Powiat głogowski";"ludność na 1 km2";"2024";190,4;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2000";;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2001";;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2002";49,9;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2003";49,8;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2004";49,7;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2005";49,6;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2006";49,4;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2007";49,3;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2008";49,3;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2009";49,2;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2010";49,9;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2011";49,8;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2012";49,6;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2013";49,3;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2014";49,1;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2015";48,7;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2016";48,4;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2017";48,0;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2018";47,7;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2019";47,2;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2020";45,2;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2021";44,7;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2022";44,3;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2023";44,0;"osoba";"";
0204000;"Powiat górowski";"ludność na 1 km2";"2024";43,4;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2000";;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2001";;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2002";90,6;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2003";90,4;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2004";90,1;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2005";89,8;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2006";89,4;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2007";89,1;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2008";89,0;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2009";88,7;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2010";90,8;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2011";90,5;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2012";90,0;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2013";89,5;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2014";89,1;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2015";88,5;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2016";88,0;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2017";87,6;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2018";86,9;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2019";86,2;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2020";83,6;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2021";82,6;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2022";81,9;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2023";81,2;"osoba";"";
0205000;"Powiat jaworski";"ludność na 1 km2";"2024";80,6;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2000";;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2001";;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2002";102,0;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2003";102,1;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2004";101,8;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2005";101,6;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2006";101,6;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2007";101,8;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2008";101,7;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2009";101,8;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2010";104,0;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2011";103,9;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2012";103,9;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2013";103,9;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2014";103,6;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2015";103,0;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2016";102,7;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2017";102,3;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2018";101,8;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2019";101,4;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2020";98,7;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2021";98,0;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2022";97,3;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2023";96,4;"osoba";"";
0206000;"Powiat karkonoski";"ludność na 1 km2";"2024";95,5;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2000";;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2001";;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2002";119,2;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2003";118,6;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2004";118,1;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2005";117,7;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2006";116,8;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2007";116,3;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2008";115,6;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2009";115,1;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2010";116,3;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2011";115,8;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2012";115,0;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2013";113,8;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2014";113,0;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2015";112,2;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2016";111,9;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2017";111,2;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2018";110,2;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2019";109,3;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2020";105,7;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2021";104,2;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2022";103,1;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2023";101,9;"osoba";"";
0207000;"Powiat kamiennogórski";"ludność na 1 km2";"2024";100,8;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2000";;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2001";;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2002";103,6;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2003";102,9;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2004";102,2;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2005";101,7;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2006";101,0;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2007";100,5;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2008";100,1;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2009";99,6;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2010";102,0;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2011";101,5;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2012";101,0;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2013";100,2;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2014";99,6;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2015";98,9;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2016";98,2;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2017";97,6;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2018";97,0;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2019";96,1;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2020";92,9;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2021";91,6;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2022";90,5;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2023";89,4;"osoba";"";
0208000;"Powiat kłodzki";"ludność na 1 km2";"2024";88,4;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2000";;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2001";;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2002";71,2;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2003";71,2;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2004";71,3;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2005";71,2;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2006";71,4;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2007";71,6;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2008";71,8;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2009";72,1;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2010";73,4;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2011";73,6;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2012";73,7;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2013";73,7;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2014";74,0;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2015";74,0;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2016";74,2;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2017";74,2;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2018";74,4;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2019";74,1;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2020";74,0;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2021";74,0;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2022";74,0;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2023";74,0;"osoba";"";
0209000;"Powiat legnicki";"ludność na 1 km2";"2024";73,9;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2000";;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2001";;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2002";135,0;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2003";134,5;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2004";133,9;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2005";133,6;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2006";132,8;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2007";132,2;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2008";131,7;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2009";130,9;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2010";133,1;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2011";132,5;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2012";131,9;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2013";131,0;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2014";130,5;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2015";129,7;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2016";129,0;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2017";128,4;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2018";127,7;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2019";126,7;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2020";123,6;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2021";122,3;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2022";121,1;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2023";120,0;"osoba";"";
0210000;"Powiat lubański";"ludność na 1 km2";"2024";118,9;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2000";;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2001";;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2002";149,4;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2003";149,1;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2004";148,9;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2005";148,6;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2006";148,3;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2007";147,9;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2008";147,9;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2009";147,8;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2010";150,3;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2011";150,3;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2012";150,1;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2013";149,7;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2014";149,6;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2015";149,4;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2016";149,5;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2017";149,4;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2018";149,3;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2019";149,2;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2020";146,8;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2021";146,0;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2022";145,3;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2023";144,6;"osoba";"";
0211000;"Powiat lubiński";"ludność na 1 km2";"2024";143,9;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2000";;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2001";;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2002";68,6;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2003";68,3;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2004";68,3;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2005";68,0;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2006";67,5;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2007";67,3;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2008";67,0;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2009";66,5;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2010";67,7;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2011";67,5;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2012";67,2;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2013";66,7;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2014";66,2;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2015";65,8;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2016";65,6;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2017";65,3;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2018";64,9;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2019";64,7;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2020";62,0;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2021";61,3;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2022";60,8;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2023";60,3;"osoba";"";
0212000;"Powiat lwówecki";"ludność na 1 km2";"2024";59,8;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2000";;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2001";;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2002";51,7;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2003";51,6;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2004";51,6;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2005";51,6;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2006";51,5;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2007";51,5;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2008";51,6;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2009";51,8;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2010";52,5;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2011";52,5;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2012";52,4;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2013";52,2;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2014";52,1;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2015";52,1;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2016";52,0;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2017";51,9;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2018";51,9;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2019";51,8;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2020";50,6;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2021";50,4;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2022";50,1;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2023";49,8;"osoba";"";
0213000;"Powiat milicki";"ludność na 1 km2";"2024";49,5;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2000";;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2001";;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2002";98,3;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2003";98,4;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2004";98,3;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2005";98,4;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2006";98,5;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2007";98,6;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2008";98,9;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2009";99,2;"osoba";"";
