"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2006";52,8;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2007";53,0;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2008";53,2;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2009";53,2;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2010";55,2;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2011";55,3;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2012";55,3;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2013";55,1;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2014";55,2;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2015";55,4;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2016";55,5;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2017";55,5;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2018";55,3;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2019";55,3;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2020";54,0;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2021";54,0;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2022";53,7;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2023";53,7;"osoba";"";
0406000;"Powiat grudziądzki";"ludność na 1 km2";"2024";53,7;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2000";;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2001";;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2002";135,8;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2003";135,8;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2004";135,7;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2005";135,1;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2006";134,6;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2007";134,3;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2008";134,0;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2009";133,9;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2010";135,0;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2011";134,6;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2012";134,2;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2013";133,6;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2014";133,2;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2015";132,7;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2016";132,2;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2017";131,9;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2018";131,1;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2019";130,4;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2020";126,3;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2021";124,9;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2022";124,0;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2023";122,9;"osoba";"";
0407000;"Powiat inowrocławski";"ludność na 1 km2";"2024";121,6;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2000";;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2001";;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2002";65,5;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2003";65,3;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2004";65,1;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2005";65,3;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2006";65,0;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2007";65,0;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2008";65,1;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2009";65,1;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2010";66,6;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2011";66,5;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2012";66,4;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2013";66,2;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2014";66,0;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2015";65,8;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2016";65,5;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2017";65,5;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2018";65,0;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2019";64,7;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2020";62,9;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2021";62,4;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2022";62,0;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2023";61,5;"osoba";"";
0408000;"Powiat lipnowski";"ludność na 1 km2";"2024";61,0;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2000";;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2001";;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2002";69,9;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2003";69,7;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2004";69,5;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2005";69,6;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2006";69,4;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2007";69,4;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2008";69,4;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2009";69,4;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2010";69,8;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2011";69,5;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2012";69,4;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2013";69,0;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2014";68,7;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2015";68,5;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2016";68,4;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2017";68,2;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2018";67,9;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2019";67,6;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2020";65,8;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2021";65,3;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2022";65,0;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2023";64,5;"osoba";"";
0409000;"Powiat mogileński";"ludność na 1 km2";"2024";64,0;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2000";;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2001";;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2002";75,1;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2003";75,3;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2004";75,4;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2005";75,7;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2006";75,8;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2007";75,9;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2008";76,1;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2009";76,2;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2010";77,6;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2011";77,6;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2012";77,5;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2013";77,6;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2014";77,6;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2015";77,5;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2016";77,5;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2017";77,5;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2018";77,3;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2019";77,1;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2020";74,9;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2021";74,5;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2022";74,2;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2023";74,0;"osoba";"";
0410000;"Powiat nakielski";"ludność na 1 km2";"2024";73,6;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2000";;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2001";;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2002";70,6;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2003";70,2;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2004";69,8;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2005";69,8;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2006";69,4;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2007";69,1;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2008";69,1;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2009";68,8;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2010";70,0;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2011";69,6;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2012";69,0;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2013";68,6;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2014";68,4;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2015";68,1;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2016";67,8;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2017";67,4;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2018";67,1;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2019";66,4;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2020";64,4;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2021";63,6;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2022";62,9;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2023";62,3;"osoba";"";
0411000;"Powiat radziejowski";"ludność na 1 km2";"2024";61,5;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2000";;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2001";;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2002";76,0;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2003";75,7;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2004";75,7;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2005";75,6;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2006";75,5;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2007";75,3;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2008";75,1;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2009";74,9;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2010";76,6;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2011";76,5;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2012";76,4;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2013";76,3;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2014";76,1;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2015";75,7;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2016";75,4;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2017";75,1;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2018";74,7;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2019";74,1;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2020";71,8;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2021";71,1;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2022";70,6;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2023";70,2;"osoba";"";
0412000;"Powiat rypiński";"ludność na 1 km2";"2024";69,5;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2000";;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2001";;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2002";51,7;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2003";51,7;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2004";51,6;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2005";51,7;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2006";51,8;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2007";51,8;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2008";51,9;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2009";51,9;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2010";52,7;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2011";52,7;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2012";52,7;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2013";52,6;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2014";52,5;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2015";52,5;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2016";52,3;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2017";52,3;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2018";52,0;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2019";51,9;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2020";50,1;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2021";49,9;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2022";49,6;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2023";49,1;"osoba";"";
0413000;"Powiat sępoleński";"ludność na 1 km2";"2024";48,8;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2000";;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2001";;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2002";66,1;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2003";66,0;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2004";66,0;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2005";65,9;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2006";65,8;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2007";65,8;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2008";66,0;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2009";66,2;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2010";67,7;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2011";67,8;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2012";67,8;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2013";67,7;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2014";67,7;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2015";67,7;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2016";67,6;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2017";67,5;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2018";67,3;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2019";67,1;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2020";65,5;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2021";65,1;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2022";64,7;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2023";64,3;"osoba";"";
0414000;"Powiat świecki";"ludność na 1 km2";"2024";64,0;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2000";;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2001";;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2002";68,0;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2003";69,4;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2004";70,8;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2005";72,2;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2006";73,5;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2007";74,7;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2008";76,1;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2009";77,4;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2010";79,1;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2011";80,2;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2012";81,2;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2013";82,1;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2014";83,0;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2015";84,0;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2016";84,9;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2017";85,8;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2018";86,9;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2019";88,1;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2020";90,5;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2021";91,5;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2022";92,3;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2023";92,9;"osoba";"";
0415000;"Powiat toruński";"ludność na 1 km2";"2024";93,4;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2000";;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2001";;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2002";43,8;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2003";43,8;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2004";43,8;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2005";43,9;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2006";44,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2007";44,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2008";44,2;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2009";44,3;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2010";44,8;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2011";44,8;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2012";44,9;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2013";44,9;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2014";45,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2015";45,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2016";45,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2017";45,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2018";45,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2019";45,0;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2020";44,1;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2021";43,9;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2022";43,8;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2023";43,6;"osoba";"";
0416000;"Powiat tucholski";"ludność na 1 km2";"2024";43,5;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2000";;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2001";;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2002";69,8;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2003";70,0;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2004";70,0;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2005";69,7;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2006";69,5;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2007";69,3;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2008";69,1;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2009";69,3;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2010";70,3;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2011";70,3;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2012";70,2;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2013";69,8;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2014";69,4;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2015";69,4;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2016";69,2;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2017";69,0;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2018";68,6;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2019";68,1;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2020";66,2;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2021";65,8;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2022";65,4;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2023";64,7;"osoba";"";
0417000;"Powiat wąbrzeski";"ludność na 1 km2";"2024";64,2;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2000";;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2001";;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2002";58,1;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2003";58,2;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2004";58,1;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2005";58,1;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2006";57,9;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2007";57,9;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2008";58,0;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2009";57,9;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2010";59,2;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2011";59,3;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2012";59,2;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2013";59,0;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2014";58,9;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2015";58,9;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2016";58,8;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2017";58,8;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2018";58,6;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2019";58,4;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2020";56,7;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2021";56,4;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2022";56,1;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2023";55,8;"osoba";"";
0418000;"Powiat włocławski";"ludność na 1 km2";"2024";55,4;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2000";;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2001";;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2002";71,0;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2003";70,9;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2004";70,9;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2005";70,9;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2006";70,8;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2007";70,8;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2008";71,0;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2009";71,1;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2010";72,2;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2011";72,1;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2012";72,1;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2013";71,9;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2014";71,8;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2015";71,7;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2016";71,6;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2017";71,6;"osoba";"";
0419000;"Powiat żniński";"ludność na 1 km2";"2018";71,5;"osoba";"";
